hotel_id,address,hotel_facilities,hotel_star_rating,rating,pageurl,room_count,no_per_room,room_type,similar_hotel,path ref id,cost
139,"VILLAGE KHILCHIPUR NEAR RANTHAMBHORE, 322001 Khilchīpur, India – Show map","Bathroom:Toilet paper|Linen|Towels|Free toiletries|Hairdryer|Bath|Shower•View:Mountain view|Garden view•Outdoors:Outdoor dining area|Outdoor furniture|Balcony|Terrace|Garden•Kitchen:Dining table|Electric kettle•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Evening entertainment•Living Area:Dining area|Seating Area|Desk•Food & Drink:Restaurant|Tea/Coffee Maker•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Wake-up service•General:Air conditioning|Fan•Languages spoken:",1,6,http://www.booking.com/hotel/in/machli-a-wildernesshome.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,5,4,Deluxe Double or Twin Room,Ranthambhore Heritage Haveli,48,3000
140,"Bazar no.1 Ramganjmandi near railway station, 326519 Rāmganj Mandi, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•View:City view|Pool view|Garden view|View•Outdoors:Outdoor dining area|Outdoor pool (seasonal)|Outdoor pool|Balcony|Terrace|Garden•Kitchen:Cleaning products•Room Amenities:Drying rack for clothing•Pets:Pets are not allowed.•Activities:Cycling|Table tennis|Children's playground|Games room•Living Area:Sofa|Seating Area•Media & Technology:Satellite Channels|TV•Food & Drink:Restaurant (à la carte)|Restaurant•Internet:WiFi is available in public areas and costs  INR  100 per  24 hours.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:Private check-in/check-out|Luggage storage|24-hour front desk•Cleaning services:Laundry•Business facilities:Fax/photocopying|Business centre|Meeting/banquet facilities•General:Paid WiFi|Designated smoking area|Air conditioning|Wake-up service|Heating|Tile/Marble floor|Soundproofing|Car hire|Lift|VIP room facilities|Fan|Facilities for disabled guests|Ironing Facilities|Trouser Press|Non-smoking rooms|Newspapers|Wake Up Service/Alarm Clock|Room service•Languages spoken:",2,2,http://www.booking.com/hotel/in/maharaja-palace-ramganj-mandi.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,43,3,Standard Double or Twin Room with Balcony,,49,3500
141,"Thottada Beach Road, Kizhunna, 670007 Kannur, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:Landmark view|Garden view•Outdoors:Outdoor dining area|Balcony|Garden•Kitchen:Cleaning products•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Fishing•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible at a location nearby (reservation is not needed).•Services:Wake-up service•General:Tile/Marble floor|Fan•Languages spoken:",1,8,http://www.booking.com/hotel/in/ivory-coaste.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,12,5,Budget Double Room,Hotel Rainbow Suites,50,5000
142,"E 89, Lal Bahadur Nagar, JLN Marg, Malviya Nagar, 302018 Jaipur, India – Great location -","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet•View:City view|View•Outdoors:Outdoor furniture|Balcony|Terrace•Kitchen:Shared kitchen|Dining table•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Hot tub/jacuzzi•Living Area:Dining area|Desk•Media & Technology:Flat-screen TV|Cable Channels|Telephone|TV|Pay-per-view Channels•Food & Drink:Breakfast in the room•Internet:Free!
WiFi is available in some hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|24-hour front desk•Entertainment and family services:Children television networks|Board games/puzzles•Cleaning services:Trouser press|Shoeshine|Ironing service|Laundry•Business facilities:Fax/photocopying|Meeting/banquet facilities•General:Grocery deliveries|Shared lounge/TV area|Designated smoking area|Air conditioning|Allergy-free room|Wake-up service|Heating|Tile/Marble floor|Private entrance|Car hire|Lift|Fan|Family rooms|Facilities for disabled guests|Ironing Facilities|Non-smoking rooms|Newspapers|Room service•Languages spoken:",2,1,http://www.booking.com/hotel/in/raj-regency-jaipur.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,16,2,Deluxe Twin Room,Hyphen Ujjwal Premier Hotel,51,4500
143,"Near Central Bus Stand,Heera Das Circle,Bharatpur., 321001 Bharatpur, India – Show map","Bathroom:Linen|Towels|Bath or Shower|Bathroom|Toilet|Bath•Outdoors:Terrace•Kitchen:Cleaning products•Room Amenities:Fold-up bed|Clothes rack•Pets:Pets are not allowed.•Activities:Bicycle rental•Living Area:Fireplace|Seating Area•Media & Technology:Cable Channels|Telephone•Food & Drink:Special diet menus (on request)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Reception services:Private check-in/check-out|ATM/cash machine on site|Luggage storage|Ticket service•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Laundry•Business facilities:Fax/photocopying|Business centre•General:Mini-market on site|Airport shuttle (surcharge)|Air conditioning|Allergy-free room|Shops (on site)|Mosquito net|Heating|Tile/Marble floor|Car hire|Packed lunches|Soundproof rooms|Gift shop|VIP room facilities|Fan|Family rooms|Barber/beauty shop|Ironing Facilities|Trouser Press|Newspapers|Room service",1,2,http://www.booking.com/hotel/in/maggo.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,16,4,Budget Double Room,Iora Guest House|The Bharatpur Swaraj,52,5500
144,"Thottada Beach Road, Kizhunna, 670007 Kannur, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:Landmark view|Garden view•Outdoors:Outdoor dining area|Balcony|Garden•Kitchen:Cleaning products•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Activities:Fishing•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible at a location nearby (reservation is not needed).•Services:Wake-up service•General:Tile/Marble floor|Fan•Languages spoken:",2,3,http://www.booking.com/hotel/in/ivory-coaste.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,12,6,Budget Double Room,Hotel Rainbow Suites,53,6000
145,"Vidyanagar, B H Road, 577203 Shimoga, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Bathrobe|Hairdryer|Shower•Bedroom:Wardrobe/Closet•Kitchen:Electric kettle•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Living Area:Fireplace•Media & Technology:Cable Channels|Telephone|TV•Food & Drink:Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant|Minibar•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Reception services:Lockers|Concierge service|Tour desk|24-hour front desk•Cleaning services:Daily maid service|Trouser press|Shoeshine|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying|Business centre|Meeting/banquet facilities•General:Designated smoking area|Air conditioning|Wake-up service|Tile/Marble floor|Soundproofing|Private entrance|Car hire|Packed lunches|Lift|VIP room facilities|Fan|Ironing Facilities|Non-smoking rooms|Newspapers|Safety Deposit Box|Room service•Languages spoken:",3,4,http://www.booking.com/hotel/in/jai-maata-grandeur.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,30,4,Double Room,"Green View Boutique|Royal Orchid Central, Shimoga",54,2500
146,"7/110 C Swaroop Nagar, 208002 Kānpur, India – Show map","Pets:Pets are not allowed.•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:Trouser press|Fax/photocopying|Ironing service|24-hour front desk|Meeting/banquet facilities|Room service•General:Air conditioning|Lift|Family rooms",1,5,http://www.booking.com/hotel/in/the-millionaire-suites.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,18,3,Double Room,,55,3000
147,"M.G Marg, 737101 Gangtok, India – Show map",Outdoors:Terrace•Pets:Pets are not allowed.•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:No parking available.•Services:Tour desk|Car hire|Laundry|Room service•General:Family rooms|Newspapers•Languages spoken:,2,6,http://www.booking.com/hotel/in/brothers-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,10,5,Double Room,,56,3500
148,"Katagla, Manikaran Road, Kasol, 175105 Kasol, India – Show map","Bathroom:Shared Toilet|Shared Bathroom•Outdoors:Garden•Room Amenities:Clothes rack•Pets:Free!
Pets are allowed. No extra charges.•Activities:Hiking•Food & Drink:Restaurant (à la carte)•Internet:No internet access available.•Parking:Free!
Free public parking is possible at a location nearby (reservation is not needed).•Services:Car hire|24-hour front desk•General:Carpeted•Languages spoken:",1,7,http://www.booking.com/hotel/in/katagla-forest-retreat.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=05&checkin_year_month=2016-12&checkout_monthday=06&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,19,2,Deluxe Double Room with Balcony,Free Spirit|Parvati Woods Cottage|Parvati Kuteer,1,5000
149,"Plot no 28,29 GKM street mahabalipuram, Kanchipuram district, chennai 603103, 603103 Mahabalipuram, India – Great location -","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•Outdoors:Outdoor pool|Garden•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|Cable Channels|Telephone•Food & Drink:Restaurant (buffet)|Restaurant (à la carte)|Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Private check-in/check-out|Concierge service|Wake-up service|Express check-in/check-out|Laundry|24-hour front desk|Meeting/banquet facilities|Room service•General:Air conditioning|Tile/Marble floor|Fan|Newspapers•Languages spoken:",2,9,http://www.booking.com/hotel/in/nirvana-boutique.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,22,4,Deluxe Twin Room,Silver Moon Guest House|Rajalakshmi Guesthouse,3,5500
150,"malagar jagra hobli , attigundi post., 577121 Attigundi, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Free toiletries|Bath•Bedroom:Wardrobe/Closet•View:Mountain view•Outdoors:Outdoor dining area|Barbecue|BBQ facilities|Patio|Balcony•Kitchen:Dining table•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are not allowed.•Activities:Evening entertainment|Darts|Table tennis•Living Area:Dining area|Fireplace•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Grocery deliveries|Car hire|Room service•General:Shops (on site)|Tile/Marble floor|Fan|Family rooms",2,10,http://www.booking.com/hotel/in/malagar-valley-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=16&checkin_year_month=2016-12&checkout_monthday=17&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,5,6,Deluxe Family Suite,Mountain Valley Homestay,4,6000
151,"15C/15D Arani House Road, Ooty, The Nilgiris, 643001 Ooty, India – Show map","Miscellaneous:Designated smoking area|Heating|VIP room facilities•Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet|Extra Long Beds (> 2 metres)•Outdoors:Outdoor dining area|Outdoor furniture|Barbecue|BBQ facilities|Patio|Terrace•Accessibility:Upper floors accessible by stairs only•Kitchen:Shared kitchen|Children's high chair|Dining table|Kitchenware|Kitchenette•Room Amenities:Tile/Marble floor|Ironing Facilities•Outdoor & View:City view|Landmark view|Mountain view•Services & Extras:Wake-up service•Pets:Pets are not allowed.•Living Area:Dining area|Desk•Media & Technology:Flat-screen TV|Satellite Channels|Telephone|TV•Food & Drink:Grocery deliveries|Breakfast in the room|Room service•Internet:Free!
WiFi is available in all areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Transport:Airport shuttle (surcharge)|Car hire•Cleaning services:Daily maid service",1,1,http://www.booking.com/hotel/in/lighthouse.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,4,4,Deluxe Double Room (2 Adults + 1 Child),Fortune Resort Sullivan Court|Gem Park Ooty,5,2500
152,"At Post Ganpatipule, Prachin Konkan Road, 415615 Ganpatipule, India – Show map","Bathroom:Toilet•Outdoors:Terrace|Garden•Room Amenities:Drying rack for clothing•Pets:Pets are not allowed.•Activities:Cycling|Bicycle rental•Food & Drink:Breakfast in the room|Restaurant•Internet:WiFi is available in public areas and costs  INR  100 per  24 hours.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Ticket service|Tour desk|Car hire|Room service•General:Paid WiFi|Non-smoking throughout|Fan|Family rooms|Non-smoking rooms|Newspapers•Languages spoken:",1,3,http://www.booking.com/hotel/in/center-point-residency.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,8,3,Budget Double Room,Yash Garden Residency,6,3000
153,"main bazar pahar ganj near khanna cinema, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and shopping – Check location Show map","Bathroom:Linen|Towels|Towels/Sheets (extra fee)|Bathroom|Toilet|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:View•Outdoors:Terrace•Room Amenities:Clothes rack•Pets:Pets are not allowed.•Media & Technology:Flat-screen TV|TV•Food & Drink:Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:No parking available.•Services:Ticket service|Tour desk|Currency exchange|Ironing service|Dry cleaning|Laundry|24-hour front desk|Room service•General:Adult only|Mini-market on site|Shops (on site)|Tile/Marble floor|Soundproofing|Fan",1,5,http://www.booking.com/hotel/in/vishal-guest-house.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,14,5,Standard Double Room with Fan,Noratan Palace,7,3500
154,"Ambala Road, 247001 Sahāranpur, India – Great location -","Outdoors:Terrace|Garden•Pets:Pets are not allowed.•Food & Drink:Restaurant (à la carte)|Bar•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:Daily maid service|Trouser press|Luggage storage|Fax/photocopying|Ironing service|Laundry|24-hour front desk|Meeting/banquet facilities|Room service•General:Air conditioning|Safety deposit box|Lift|Family rooms|Newspapers•Languages spoken:",3,7,http://www.booking.com/hotel/in/royal-residency-saharanpur.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=03&checkin_year_month=2016-12&checkout_monthday=04&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,24,2,Deluxe Double Room,,8,5000
155,"Vill. Behman Diwana NH-15, Beside HP Petrol Pump, 151001 Bathinda, India – Show map","Bathroom:Toilet paper|Linen|Towels|Towels/Sheets (extra fee)|Free toiletries|Shower•Outdoors:Terrace•Room Amenities:Clothes rack•Pets:Free!
Pets are allowed on request. No extra charges.•Living Area:Dining area•Media & Technology:Flat-screen TV|Cable Channels|Satellite Channels|Telephone|TV•Food & Drink:Breakfast in the room|Restaurant•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Shared lounge/TV area|Airport shuttle (free)|Shuttle service (free)|Wake-up service|Laundry|24-hour front desk|Room service|•General:Designated smoking area|Air conditioning|Tile/Marble floor|Soundproofing|Fan|Non-smoking rooms|Newspapers",2,9,http://www.booking.com/hotel/in/sherepunjab.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=17&checkin_year_month=2016-12&checkout_monthday=18&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,12,4,Deluxe Double Room (2 Adults + 1 Child),Hotel Amsun Pride,9,4500
156,"Ratheesh Bhavanam, Nenmeni, Munroe Island P.O, 691502 Munroe Island, India – Show map","Bathroom:Toilet paper|Towels|Free toiletries|Shower•Bedroom:Wardrobe/Closet•View:Riverview•Pets:Pets are allowed on request. Charges may be applicable.•Activities:Canoeing|Fishing•Living Area:Seating Area•Food & Drink:Breakfast in the room•Internet:No internet access available.•Parking:Free!
Free private parking is possible on site (reservation is not needed).•Services:Daily maid service•General:Mosquito net|Tile/Marble floor|Fan",1,2,http://www.booking.com/hotel/in/munroe-days-homestay.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=01&checkin_year_month=2016-12&checkout_monthday=02&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,6,6,Budget Double Room,Munroe Island Lake Resort,10,5500
157,"DHUlESHWAR GARDEN, SARDAR PATEL MARG, C SCHEME, 302001 Jaipur, India – Show map","Bathroom:Toilet paper|Linen|Towels|Bidet|Towels/Sheets (extra fee)|Bath or Shower|Bathroom|Toilet|Free toiletries|Bath|Shower•Bedroom:Wardrobe/Closet|Extra Long Beds (> 2 metres)•View:Pool view|Garden view|View•Outdoors:Outdoor pool (seasonal)|Terrace|Garden•Kitchen:Cleaning products•Pets:Free!
Pets are allowed on request. No extra charges.•Activities:Nightclub/DJ|Bicycle rental|Golf course (within 3 km)•Living Area:Seating Area|Desk•Media & Technology:Satellite Channels|TV•Food & Drink:Restaurant (à la carte)|Breakfast in the room|Bar•Internet:Free!
WiFi is available in public areas and is free of charge.•Parking:No parking available.•Reception services:Private check-in/check-out|Concierge service|Luggage storage|Currency exchange•Cleaning services:Daily maid service|Ironing service|Dry cleaning|Laundry•Business facilities:Fax/photocopying•General:Air conditioning|Wake-up service|Heating|Tile/Marble floor|Private entrance|Car hire|Packed lunches|Gift shop|Safety deposit box|Fan|Newspapers|Safety Deposit Box|Room service•Languages spoken:",3,4,http://www.booking.com/hotel/in/chirmi-palace.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,20,4,Deluxe Double or Twin Room,Hotel Meghniwas,11,6000
158,"Opp to Zensar IT Park, Next to IDBI Bank, near Sai Srushti Soc, Kharadi, 411014 Kharadi, India – Show map","Bathroom:Toilet paper|Linen|Towels|Free toiletries|Bathrobe|Shower•Bedroom:Wardrobe/Closet•View:View•Outdoors:Balcony•Kitchen:Dining table|Refrigerator•Room Amenities:Drying rack for clothing|Clothes rack•Pets:Pets are allowed on request. Charges may be applicable.•Living Area:Dining area•Media & Technology:Flat-screen TV|Satellite Channels|TV•Food & Drink:Breakfast in the room|Tea/Coffee Maker•Internet:Free!
WiFi is available in the hotel rooms and is free of charge.•Parking:Free!
Free private parking is possible on site (reservation is needed).•Services:Daily maid service|Lockers|Trouser press|Private check-in/check-out|Car hire|Currency exchange|Laundry|Room service•General:Designated smoking area|Air conditioning|Safety deposit box|Lift|Fan|Ironing Facilities|Non-smoking rooms|Newspapers•Languages spoken:",1,6,http://www.booking.com/hotel/in/geeta-paradise.en-gb.html?label=gen173nr-15CAsobEIadGhlLWxlZWxhLXBhbGFjZS1iYW5nYWxvcmVIM2IFbm9yZWZobIgBAZgBLrgBBMgBBNgBA-gBAfgBAw;sid=f341da5cb268bae3ab8d5a82ed66e21f;dcid=4;checkin_monthday=09&checkin_year_month=2016-12&checkout_monthday=10&checkout_year_month=2016-12&do_availability_check=1&sb_price_type=total&type=total&group_adults=2;selected_currency=INR;changed_currency=allowed_duration = 27000,26,3,Deluxe Room,Smart Stay|Hotel Madhav International|Hotel Suyash Deluxe,12,2500
